article,name,category,source_url,status
"Archer AX11000(EU) V1","Archer AX11000","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax11000/,new
"Archer AX11000(EU) V2","Archer AX11000","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax11000/,new
"Archer AX12(EU) V1","Archer AX12","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax12/,new
"Archer AX12(RU) V1","Archer AX12","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax12/,new
"Archer AX1500(EU) V1","Archer AX1500","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax1500/,new
"Archer AX1500(EU) V3","Archer AX1500","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax1500/,new
"Archer AX17(EU) V1","Archer AX17","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax17/,new
"Archer AX17(RU) V1","Archer AX17","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax17/,new
"Archer AX18(EU) V1","Archer AX18","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax18/,new
"Archer AX18(RU) V1","Archer AX18","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax18/,new
"Archer AX1800(EU) V2","Archer AX1800","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax1800/,new
"Archer AX20(EU) V1","Archer AX20","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax20/,new
"Archer AX20(EU) V2","Archer AX20","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax20/,new
"Archer AX20(EU) V3","Archer AX20","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax20/,new
"Archer AX23(EU) V1","Archer AX23","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax23/,new
"Archer AX23(EU) V2","Archer AX23","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax23/,new
"Archer AX23(RU) V1","Archer AX23","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax23/,new
"Archer AX23(UN) V1","Archer AX23","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax23/,new
"Archer AX3000(RU) V1","Archer AX3000","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax3000/,new
"Archer AX3000(RU) V2","Archer AX3000","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax3000/,new
"Archer AX3000(US) V1","Archer AX3000","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax3000/,new
"Archer AX50(EU) V1","Archer AX50","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax50/,new
"Archer AX53(EU) V1","Archer AX53","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax53/,new
"Archer AX53(EU) V2","Archer AX53","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax53/,new
"Archer AX53(RU) V1","Archer AX53","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax53/,new
"Archer AX53(RU) V2","Archer AX53","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax53/,new
"Archer AX5400(JP) V1","Archer AX5400","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax5400/,new
"Archer AX5400(RU) V1","Archer AX5400","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax5400/,new
"Archer AX55 Pro(EU) V1","Archer AX55 Pro","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax55-pro/,new
"Archer AX55 Pro(EU) V2","Archer AX55 Pro","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax55-pro/,new
"Archer AX55(EU) V1","Archer AX55","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax55/,new
"Archer AX55(EU) V2","Archer AX55","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax55/,new
"Archer AX55(EU) V4","Archer AX55","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax55/,new
"Archer AX55(RU) V1","Archer AX55","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax55/,new
"Archer AX56(EU) V1","Archer AX56","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax56/,new
"Archer AX58(EU) V1","Archer AX58","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax58/,new
"Archer AX58(EU) V2","Archer AX58","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax58/,new
"Archer AX58(RU) V2","Archer AX58","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax58/,new
"Archer AX6000(EU) V1","Archer AX6000","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax6000/,new
"Archer AX6000(EU) V2","Archer AX6000","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax6000/,new
"Archer AX6000(UN) V2","Archer AX6000","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax6000/,new
"Archer AX72 Pro(EU) V1","Archer AX72 Pro","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax72-pro/,new
"Archer AX72(EU) V1","Archer AX72","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax72/,new
"Archer AX72(RU) V1","Archer AX72","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax72/,new
"Archer AX72(UN) V1","Archer AX72","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax72/,new
"Archer AX73(EU) V1","Archer AX73","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax73/,new
"Archer AX73(EU) V2","Archer AX73","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax73/,new
"Archer AX73(RU) V1","Archer AX73","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax73/,new
"Archer AX73(RU) V2","Archer AX73","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax73/,new
"Archer AX73(UN) V1","Archer AX73","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax73/,new
"Archer AX80(EU) V1","Archer AX80","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax80/,new
"Archer AX80(EU) V2","Archer AX80","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax80/,new
"Archer AX80(RU) V1","Archer AX80","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax80/,new
"Archer AX90(EU) V1","Archer AX90","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax90/,new
"Archer AX95(EU) V1","Archer AX95","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ax95/,new
"Archer AXE75(EU) V1","Archer AXE75","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-axe75/,new
"Archer AXE75(EU) V2","Archer AXE75","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-axe75/,new
"Archer Air R5(EU) V1","Archer Air R5","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-air-r5/,new
"Archer BE220(EU) V1","Archer BE220","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be220/,new
"Archer BE220(RU) V1","Archer BE220","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be220/,new
"Archer BE220W(EU) V1","Archer BE220W","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be220w/,new
"Archer BE220W(RU) V1","Archer BE220W","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be220w/,new
"Archer BE230(EU) V1","Archer BE230","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be230/,new
"Archer BE230(EU) V2","Archer BE230","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be230/,new
"Archer BE230(RU) V1","Archer BE230","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be230/,new
"Archer BE400(EU) V1","Archer BE400","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be400/,new
"Archer BE450(EU) V1","Archer BE450","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be450/,new
"Archer BE550(EU) V1","Archer BE550","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be550/,new
"Archer BE550(EU) V2","Archer BE550","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be550/,new
"Archer BE800(EU) V1","Archer BE800","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be800/,new
"Archer BE805(UN) V1","Archer BE805","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-be805/,new
"Archer C1200(EU) V1","Archer C1200","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c1200/,new
"Archer C1200(EU) V2","Archer C1200","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c1200/,new
"Archer C1200(RU) V2","Archer C1200","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c1200/,new
"Archer C20(EU) V1","Archer C20","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c20/,new
"Archer C20(EU) V4","Archer C20","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c20/,new
"Archer C20(EU) V5","Archer C20","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c20/,new
"Archer C20(EU) V6","Archer C20","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c20/,new
"Archer C20(RU) V1","Archer C20","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c20/,new
"Archer C20(RU) V4","Archer C20","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c20/,new
"Archer C20(RU) V5","Archer C20","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c20/,new
"Archer C20(RU) V6","Archer C20","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c20/,new
"Archer C2300(EU) V1","Archer C2300","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c2300/,new
"Archer C2300(EU) V2","Archer C2300","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c2300/,new
"Archer C24(EU) V1","Archer C24","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c24/,new
"Archer C24(EU) V2","Archer C24","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c24/,new
"Archer C24(RU) V1","Archer C24","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c24/,new
"Archer C24(RU) V2","Archer C24","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c24/,new
"Archer C4000(EU) V2","Archer C4000","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c4000/,new
"Archer C4000(EU) V3","Archer C4000","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c4000/,new
"Archer C5(EU) V2","Archer C5","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c5/,new
"Archer C5(EU) V4","Archer C5","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c5/,new
"Archer C5(UN) V2","Archer C5","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c5/,new
"Archer C50(EU) V3","Archer C50","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c50/,new
"Archer C50(EU) V4","Archer C50","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c50/,new
"Archer C50(EU) V6","Archer C50","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c50/,new
"Archer C50(RU) V1","Archer C50","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c50/,new
"Archer C50(RU) V3","Archer C50","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c50/,new
"Archer C50(RU) V4","Archer C50","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c50/,new
"Archer C50(RU) V6","Archer C50","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c50/,new
"Archer C50(UN) V1","Archer C50","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c50/,new
"Archer C50(UN) V2","Archer C50","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c50/,new
"Archer C54(EU) V1","Archer C54","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c54/,new
"Archer C54(RU) V1","Archer C54","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c54/,new
"Archer C5400X(EU) V1","Archer C5400X","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c5400x/,new
"Archer C6(EU) V2","Archer C6","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c6/,new
"Archer C6(EU) V4","Archer C6","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c6/,new
"Archer C6(EU) V5","Archer C6","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c6/,new
"Archer C6(EU) V6","Archer C6","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c6/,new
"Archer C6(RU) V2","Archer C6","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c6/,new
"Archer C6(RU) V4","Archer C6","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c6/,new
"Archer C6(RU) V6","Archer C6","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c6/,new
"Archer C60(EU) V1","Archer C60","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c60/,new
"Archer C60(EU) V2","Archer C60","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c60/,new
"Archer C60(EU) V3","Archer C60","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c60/,new
"Archer C60(RU) V1","Archer C60","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c60/,new
"Archer C60(RU) V2","Archer C60","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c60/,new
"Archer C60(RU) V3","Archer C60","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c60/,new
"Archer C64(EU) V1","Archer C64","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c64/,new
"Archer C64(EU) V2","Archer C64","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c64/,new
"Archer C64(RU) V1","Archer C64","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c64/,new
"Archer C64(RU) V2","Archer C64","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c64/,new
"Archer C6U(EU) V1","Archer C6U","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c6u/,new
"Archer C6U(RU) V1","Archer C6U","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c6u/,new
"Archer C7(EU) V2","Archer C7","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c7/,new
"Archer C7(EU) V4","Archer C7","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c7/,new
"Archer C7(EU) V5","Archer C7","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c7/,new
"Archer C7(RU) V2","Archer C7","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c7/,new
"Archer C7(RU) V4","Archer C7","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c7/,new
"Archer C7(RU) V5","Archer C7","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c7/,new
"Archer C80(EU) V1","Archer C80","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c80/,new
"Archer C80(EU) V2","Archer C80","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c80/,new
"Archer C80(RU) V1","Archer C80","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c80/,new
"Archer C80(RU) V2","Archer C80","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c80/,new
"Archer C86(EU) V1","Archer C86","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c86/,new
"Archer C86(EU) V2","Archer C86","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c86/,new
"Archer C86(RU) V1","Archer C86","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c86/,new
"Archer C86(RU) V2","Archer C86","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-c86/,new
"Archer GE400(EU) V1","Archer GE400","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ge400/,new
"Archer GE550(EU) V1","Archer GE550","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ge550/,new
"Archer GE550(EU) V2","Archer GE550","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ge550/,new
"Archer GE800(EU) V1","Archer GE800","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-ge800/,new
"Archer GX90(EU) V1","Archer GX90","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-gx90/,new
"Archer GXE75(EU) V1","Archer GXE75","Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/archer-gxe75/,new
"TL-WR1502X(EU) V1",TL-WR1502X,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr1502x/,new
"TL-WR1502X(EU) V2",TL-WR1502X,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr1502x/,new
"TL-WR1512X(EU) V1",TL-WR1512X,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr1512x/,new
"TL-WR3002X(EU) V1",TL-WR3002X,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr3002x/,new
"TL-WR3012X(EU) V1",TL-WR3012X,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr3012x/,new
"TL-WR3602BE(EU) V1",TL-WR3602BE,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr3602be/,new
"TL-WR802N(EU) V2",TL-WR802N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr802n/,new
"TL-WR802N(EU) V4",TL-WR802N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr802n/,new
"TL-WR820N(EU) V1",TL-WR820N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr820n/,new
"TL-WR820N(EU) V2",TL-WR820N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr820n/,new
"TL-WR820N(RU) V1",TL-WR820N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr820n/,new
"TL-WR820N(RU) V2",TL-WR820N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr820n/,new
"TL-WR840N(EU) V4",TL-WR840N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr840n/,new
"TL-WR840N(EU) V5",TL-WR840N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr840n/,new
"TL-WR840N(EU) V6",TL-WR840N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr840n/,new
"TL-WR840N(RU) V3",TL-WR840N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr840n/,new
"TL-WR840N(RU) V4",TL-WR840N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr840n/,new
"TL-WR840N(RU) V5",TL-WR840N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr840n/,new
"TL-WR840N(RU) V6",TL-WR840N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr840n/,new
"TL-WR840N(UN) V2",TL-WR840N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr840n/,new
"TL-WR841N(EU) V11",TL-WR841N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr841n/,new
"TL-WR841N(EU) V12",TL-WR841N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr841n/,new
"TL-WR841N(EU) V13",TL-WR841N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr841n/,new
"TL-WR841N(EU) V14",TL-WR841N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr841n/,new
"TL-WR841N(RU) V13",TL-WR841N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr841n/,new
"TL-WR841N(RU) V14",TL-WR841N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr841n/,new
"TL-WR842N(RU) V3",TL-WR842N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr842n/,new
"TL-WR842N(RU) V4",TL-WR842N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr842n/,new
"TL-WR842N(RU) V5",TL-WR842N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr842n/,new
"TL-WR844N(EU) V1",TL-WR844N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr844n/,new
"TL-WR844N(RU) V1",TL-WR844N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr844n/,new
"TL-WR845N(EU) V3",TL-WR845N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr845n/,new
"TL-WR845N(RU) V4",TL-WR845N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr845n/,new
"TL-WR845N(UN) V1",TL-WR845N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr845n/,new
"TL-WR845N(UN) V4",TL-WR845N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr845n/,new
"TL-WR846N(EU) V1",TL-WR846N,"Роутеры Wi-Fi",https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr846n/,new
